Sentiment,tweet
0,weather com forecast hilton head next week rain coastal flood warning
1,im late welcome fun kids cute
0,working hello tired need staying late wishing extensions
0,come am works properly
0,hot hot hot
0,thank god days august good not days september can
1,will next part school tell feed need
0,totally killed dream dream see angels
0,sims rest night work am
1,guess ll watch season girls next door girls ways sad love
1,let guess usual muscle easy exercise dear
0,trying ignore heat lost today not working well
0,wearing london socks miss angel baby
1,thank games
1,saying ask
1,rated artist super hero say like yo style
1,let caught
1,type only
0,not going meeting love attend going
0,ian alex not hot
0,want kitty
1,fun afternoon shop
1,makes want sick hope nt mean experience
0,um just milk try reduce
0,sean come down flu not going tonight fun next week fo
1,cheers will
1,ok day now good see online last pet started spec bm
0,tired essay due days not half way know indian means brother way guy lol
1,just not good substitute gym
0,concert eh can shield anymore found way block
0,link working waiting day
1,skiing last night good
0,storm winter
1,think pretty magical lol
1,planning next week next month next quarter second half year areas life positive flow
0,don invite
1,yes twins
1,yeah proud keeping feet ground rocks
0,can bring watch film sheffield united
0,hear ya assumption turn turn bought year ago
1,listening album way
0,tired project lets
0,yeah says bottom live aug th nov nd roughly
1,meet rachel friends tonight
0,miss oasis concert bad say going come back
1,im im fully pm actually lazy not fault til
1,ll let know free
1,love new church
1,heart ocean new art ocean show
1,sunshine revision today don
1,ready town
0,don pass anymore
0,american life tire warm weather debian
1,problem pretty
1,years wed
0,look days next concert supposed last night
1,virtually sending pizza
1,spending time front computer end not necessarily need buy ve born
1,just convinced mom book appointment makeup grad excited
0,stuck kid hot guys
0,can believe possible just like
0,don think gonna tonight ease miss friends
0,good en finish
0,blame jim sorry may not able
1,will back later
0,away day not feeling hot damn cold
0,leaving th city soon fair share walking
0,hope weather keeps thinks meant worse tomorrow rage
0,start reading fifth harry potter book totally ve went tonight bored
1,bag golf day today not best espn zone watch game
1,spanish teacher just final grade finally online classes
0,not fair ve nice home made chocolate cake kitchen bite
1,ok sure steal musical taste
1,work im good mood
1,home baby
1,favorite way home right now school coming week am going miss guys study hard
0,can find friends talk people want talk plus major head
0,annual review yesterday raise salary raised frozen months now am grateful still job
1,made seriously now only dad meet recording contract dreams night
0,awesome show can wait perform back killing
0,bought first ray disk th element going watch tonight drink beer dark now fit front brake
0,girl time
1,chose wrong time year
1,check new header link buttons site hope like don just
1,far long seen frog yesterday today seen can wait catch
0,don think ready
0,need chinese food last nights chinese food fail lol
1,feeling awesome
0,remember guys girl pizza place show hell dvds
0,grow nails just
1,agree hard keep
0,lol ok install new aim beta push accept just
0,trying find motivation house gym
1,ll sure take pics next time
0,leads question speakers room shield conference participants interesting discussions
0,hi friend london premiere going concert june th back
1,saw graduate today
1,hitting million mark entertaining love share relevant well
1,music morning feeling roots
1,watching girls
0,need new hobby looking holes not fun
0,way first day internship still little sick lets
1,know don understand people who love shopping
1,leaving stuff like metallica lol
0,yes word wanted pool
1,watching hills wedding planning wedding
1,thank thank
1,wow jeff lucky amazing friends spot looks amazing rest peace
0,still find ice cream today here carries daughters day party tomorrow
1,good assessment due
1,going hours
1,waiting guests
0,thought ordered alcohol know
1,need guitar hero world tour need practice skills can start band wanted
0,im gonna miss performance tonight
1,excited nervous performing today don
0,crap missed block party
1,just sunday just finished therapy work day now just time
1,elephant gave birth hour ago baby went fine here
0,phone message
0,thanks bb just hate can buy dam pills know
1,says good evening dinner time hungry
0,looking forward going work tonight
1,os nice work
0,reg collectors fantasy art let know list well lately
0,ur cat
0,cover new poor poor
1,thanks blue eyes
1,war drugs root
1,im britney
0,love taiwan don wanna come back
0,silent
0,haven dude well makeup
1,thats tattoo
1,yeah enjoyed match scored
0,well ve decided drop next year sorry guys
0,wishing chocolate protein drink actually like chocolate
0,yeah well display will right wing thought real
0,will chi chan call
0,hate lol love
1,finally feed bag cute bag worthy cause
1,listening ryan adams death cab evening
1,thanks fly radar
0,miss singing song class
1,awesome mason
1,room took hour longer thought well
1,give ring tomorrow can talk vegas
1,lol enjoy practice
1,going mall asia need relax beat summer heat hot
0,not well food taste like
1,cool will give think
0,think know happened sony turned psp
1,sounds good thanks
0,missing house
0,gave page
0,come canada tour north america
0,now still man friends germany not
1,laptop here book windows open feels good think bit
0,stay away fix bugs started
0,not huge fan new family guy live tv wish sleep matter talk long
0,missing chase beach
0,tony just left great day going friday monday fuzzy feeling gay lol
1,beth hope well dc happy friend will guys summer
1,starting boot camp today awesome
1,suspect mother mother law will able produce suitable recipe let back
1,ill vote
0,daughters life being difficult reason dead beat want em
0,cold shower
1,tv brother just home friends house loud house
1,evening ladies guess call party men kids allowed
1,early day music making happy signing new track nervous records come jewel
0,ve fair share
0,miss long hair basketball games
1,hands chicken can wait home eat
1,id hurt amazing hurt
1,listening list top films poverty sullivan travels top adam list ll donate
1,lol well talk ya fellow lol im find look blog
1,damn love place
0,sad lions lost penalties scoring twice roberts outstanding
1,red rock cafe mountain view awesome peaceful work friendly
0,waiting line best buy ship computer being bad
0,just cut copy paste gs will just wait little
1,wow winter love summer good day
0,yes makes head will stand wear
1,biz partner thinks can learn follow trends yeah not being
1,work jobs
1,hello new thank tonight day lol
0,london great hope like au pair uk wait choose not fine feeling
0,graduation now time parties first
1,dad yes man im new phone
0,not just party band playing
0,want sims
0,degrees april
0,boy suicide being fuck fuck fuck thats mean
0,super tired not want work
1,yeah not old front wheel
0,mount only film camera stolen flat can decide am right now
0,ok dont
1,seriously entire life seeing watched times school alone
0,miss present away laptop fell want lol im sorry
1,god love wicked band
1,am early nice day will long sure
1,fancy nick am allowed dreams deny joe
